"Markettype","Trdmnt","Cmretwdeq","Cmretmdeq","Cmretwdos","Cmretmdos","Cmretwdtl","Cmretmdtl","Cmnstkcal","Cmmvosd","Cmmvttl"
"85","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","15","6426255.89","18223359.86"
"95","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","17","6951134.29","18748238.26"
"101","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","15","6426255.89","18223359.86"
"111","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","17","6951134.29","18748238.26"
"117","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","15","6426255.89","18223359.86"
"127","1992-02","0.214213","0.214213","0.045779","0.045779","0.057207","0.057207","17","6951134.29","18748238.26"
"33","1992-02","0.388100","0.388100","0.166698","0.166698","0.127439","0.127439","8","2266142.68","9117682.81"
"20","1992-02","-0.017634","-0.017634","-0.012472","-0.012472","-0.011711","-0.011711","7","4160113.21","9105677.05"
"10","1992-03","0.117570","0.117570","-0.034311","-0.034311","-0.034311","-0.034311","5","906972.47","906972.47"
"5","1992-03","0.103527","0.103440","0.165303","0.165030","0.151516","0.151318","18","8555380.64","27378718.93"
"15","1992-03","0.105179","0.105102","0.150230","0.149978","0.146313","0.146121","23","9462353.11","28285691.40"
"21","1992-03","0.103527","0.103440","0.165303","0.165030","0.151516","0.151318","18","8555380.64","27378718.93"
"31","1992-03","0.105179","0.105102","0.150230","0.149978","0.146313","0.146121","23","9462353.11","28285691.40"
"63","1992-03","0.105179","0.105102","0.150230","0.149978","0.146313","0.146121","23","9462353.11","28285691.40"
"37","1992-03","0.103527","0.103440","0.165303","0.165030","0.151516","0.151318","18","8555380.64","27378718.93"
"47","1992-03","0.105179","0.105102","0.150230","0.149978","0.146313","0.146121","23","9462353.11","28285691.40"
"53","1992-03","0.103527","0.103440","0.165303","0.165030","0.151516","0.151318","18","8555380.64","27378718.93"
"69","1992-03","0.103527","0.103440","0.165303","0.165030","0.151516","0.151318","18","8555380.64","27378718.93"
"79","1992-03","0.105179","0.105102","0.150230","0.149978","0.146313","0.146121","23","9462353.11","28285691.40"
"85","1992-03","0.103527","0.103440","0.165303","0.165030","0.151516","0.151318","18","8555380.64","27378718.93"
"95","1992-03","0.105179","0.105102","0.150230","0.149978","0.146313","0.146121","23","9462353.11","28285691.40"
"101","1992-03","0.103527","0.103440","0.165303","0.165030","0.151516","0.151318","18","8555380.64","27378718.93"
"111","1992-03","0.105179","0.105102","0.150230","0.149978","0.146313","0.146121","23","9462353.11","28285691.40"
"117","1992-03","0.103527","0.103440","0.165303","0.165030","0.151516","0.151318","18","8555380.64","27378718.93"
"127","1992-03","0.105179","0.105102","0.150230","0.149978","0.146313","0.146121","23","9462353.11","28285691.40"
"33","1992-03","0.069939","0.069926","0.096003","0.095982","0.109534","0.109512","8","2478742.38","10096188.08"
"20","1992-03","0.141913","0.141742","0.203052","0.202643","0.193552","0.193179","10","6076638.26","17282530.85"
"10","1992-04","0.672860","0.672860","0.513960","0.513960","0.513960","0.513960","6","1539855.38","1539855.38"
"5","1992-04","0.279116","0.279095","0.363020","0.362964","0.317404","0.317357","26","13941223.36","45657336.54"
"15","1992-04","0.364712","0.364696","0.377488","0.377438","0.323706","0.323661","32","15481078.74","47197191.92"
"21","1992-04","0.279116","0.279095","0.363020","0.362964","0.317404","0.317357","26","13941223.36","45657336.54"
"31","1992-04","0.364712","0.364696","0.377488","0.377438","0.323706","0.323661","32","15481078.74","47197191.92"
"63","1992-04","0.364712","0.364696","0.377488","0.377438","0.323706","0.323661","32","15481078.74","47197191.92"
"37","1992-04","0.279116","0.279095","0.363020","0.362964","0.317404","0.317357","26","13941223.36","45657336.54"
"47","1992-04","0.364712","0.364696","0.377488","0.377438","0.323706","0.323661","32","15481078.74","47197191.92"
"53","1992-04","0.279116","0.279095","0.363020","0.362964","0.317404","0.317357","26","13941223.36","45657336.54"
"69","1992-04","0.279116","0.279095","0.363020","0.362964","0.317404","0.317357","26","13941223.36","45657336.54"
"79","1992-04","0.364712","0.364696","0.377488","0.377438","0.323706","0.323661","32","15481078.74","47197191.92"
"85","1992-04","0.279116","0.279095","0.363020","0.362964","0.317404","0.317357","26","13941223.36","45657336.54"
"95","1992-04","0.364712","0.364696","0.377488","0.377438","0.323706","0.323661","32","15481078.74","47197191.92"
"101","1992-04","0.279116","0.279095","0.363020","0.362964","0.317404","0.317357","26","13941223.36","45657336.54"
"111","1992-04","0.364712","0.364696","0.377488","0.377438","0.323706","0.323661","32","15481078.74","47197191.92"
"117","1992-04","0.279116","0.279095","0.363020","0.362964","0.317404","0.317357","26","13941223.36","45657336.54"
"127","1992-04","0.364712","0.364696","0.377488","0.377438","0.323706","0.323661","32","15481078.74","47197191.92"
"33","1992-04","0.013672","0.013672","-0.009024","-0.009024","-0.006770","-0.006770","13","3429364.30","15634237.50"
"20","1992-04","0.484634","0.455463","0.514782","0.454001","0.506781","0.449808","13","10511859.06","30023099.04"
"10","1992-05","0.560238","0.560238","0.483805","0.483805","0.483805","0.483805","7","2545094.30","2545094.30"
"5","1992-05","1.517747","1.517747","0.704865","0.704865","0.955576","0.955576","28","24568282.05","93045938.12"
"15","1992-05","1.338214","1.338214","0.682877","0.682877","0.940184","0.940184","35","27113376.35","95591032.42"
"21","1992-05","1.517747","1.517747","0.704865","0.704865","0.955576","0.955576","28","24568282.05","93045938.12"
"31","1992-05","1.338214","1.338214","0.682877","0.682877","0.940184","0.940184","35","27113376.35","95591032.42"
"63","1992-05","1.338214","1.338214","0.682877","0.682877","0.940184","0.940184","35","27113376.35","95591032.42"
"37","1992-05","1.517747","1.517747","0.704865","0.704865","0.955576","0.955576","28","24568282.05","93045938.12"
"47","1992-05","1.338214","1.338214","0.682877","0.682877","0.940184","0.940184","35","27113376.35","95591032.42"
"53","1992-05","1.517747","1.517747","0.704865","0.704865","0.955576","0.955576","28","24568282.05","93045938.12"
"69","1992-05","1.517747","1.517747","0.704865","0.704865","0.955576","0.955576","28","24568282.05","93045938.12"
"79","1992-05","1.338214","1.338214","0.682877","0.682877","0.940184","0.940184","35","27113376.35","95591032.42"
"85","1992-05","1.517747","1.517747","0.704865","0.704865","0.955576","0.955576","28","24568282.05","93045938.12"
"95","1992-05","1.338214","1.338214","0.682877","0.682877","0.940184","0.940184","35","27113376.35","95591032.42"
"101","1992-05","1.517747","1.517747","0.704865","0.704865","0.955576","0.955576","28","24568282.05","93045938.12"
"111","1992-05","1.338214","1.338214","0.682877","0.682877","0.940184","0.940184","35","27113376.35","95591032.42"
"117","1992-05","1.517747","1.517747","0.704865","0.704865","0.955576","0.955576","28","24568282.05","93045938.12"
"127","1992-05","1.338214","1.338214","0.682877","0.682877","0.940184","0.940184","35","27113376.35","95591032.42"
"33","1992-05","2.642609","2.642609","1.793252","1.793252","2.027975","2.027975","13","9579078.73","47340088.59"
"20","1992-05","0.392885","0.392885","0.349793","0.349793","0.397134","0.397134","15","14989203.32","45705849.53"
"10","1992-06","-0.119499","-0.119499","-0.114747","-0.114747","-0.114747","-0.114747","9","2608918.46","2608918.46"
"5","1992-06","-0.053929","-0.053776","-0.106771","-0.106728","-0.139987","-0.139975","31","23263123.14","85127418.10"
"15","1992-06","-0.067043","-0.066921","-0.107520","-0.107481","-0.139315","-0.139303","40","25872041.60","87736336.56"
"21","1992-06","-0.053929","-0.053776","-0.106771","-0.106728","-0.139987","-0.139975","31","23263123.14","85127418.10"
"31","1992-06","-0.067043","-0.066921","-0.107520","-0.107481","-0.139315","-0.139303","40","25872041.60","87736336.56"
"63","1992-06","-0.067043","-0.066921","-0.107520","-0.107481","-0.139315","-0.139303","40","25872041.60","87736336.56"
"37","1992-06","-0.053929","-0.053776","-0.106771","-0.106728","-0.139987","-0.139975","31","23263123.14","85127418.10"
"47","1992-06","-0.067043","-0.066921","-0.107520","-0.107481","-0.139315","-0.139303","40","25872041.60","87736336.56"
"53","1992-06","-0.053929","-0.053776","-0.106771","-0.106728","-0.139987","-0.139975","31","23263123.14","85127418.10"
"69","1992-06","-0.053929","-0.053776","-0.106771","-0.106728","-0.139987","-0.139975","31","23263123.14","85127418.10"
"79","1992-06","-0.067043","-0.066921","-0.107520","-0.107481","-0.139315","-0.139303","40","25872041.60","87736336.56"
"85","1992-06","-0.053929","-0.053776","-0.106771","-0.106728","-0.139987","-0.139975","31","23263123.14","85127418.10"
"95","1992-06","-0.067043","-0.066921","-0.107520","-0.107481","-0.139315","-0.139303","40","25872041.60","87736336.56"
"101","1992-06","-0.053929","-0.053776","-0.106771","-0.106728","-0.139987","-0.139975","31","23263123.14","85127418.10"
"111","1992-06","-0.067043","-0.066921","-0.107520","-0.107481","-0.139315","-0.139303","40","25872041.60","87736336.56"
"117","1992-06","-0.053929","-0.053776","-0.106771","-0.106728","-0.139987","-0.139975","31","23263123.14","85127418.10"
"127","1992-06","-0.067043","-0.066921","-0.107520","-0.107481","-0.139315","-0.139303","40","25872041.60","87736336.56"
"33","1992-06","-0.048302","-0.047974","-0.174621","-0.174512","-0.215253","-0.215229","13","8485405.37","37851125.67"
"20","1992-06","-0.058805","-0.058805","-0.063411","-0.063411","-0.062029","-0.062029","18","14777717.77","47276292.43"
"10","1992-07","-0.059466","-0.059466","-0.048189","-0.048189","-0.048189","-0.048189","15","3483017.39","3483017.39"
"5","1992-07","0.025620","0.025620","0.036357","0.036357","0.000752","0.000752","32","36288905.45","161719877.90"
"15","1992-07","0.006476","0.006476","0.027831","0.027831","-0.000702","-0.000702","47","39771922.84","165202895.29"
"21","1992-07","0.025620","0.025620","0.036357","0.036357","0.000752","0.000752","32","36288905.45","161719877.90"
"31","1992-07","0.006476","0.006476","0.027831","0.027831","-0.000702","-0.000702","47","39771922.84","165202895.29"
"63","1992-07","0.006476","0.006476","0.027831","0.027831","-0.000702","-0.000702","47","39771922.84","165202895.29"
"37","1992-07","0.025620","0.025620","0.036357","0.036357","0.000752","0.000752","32","36288905.45","161719877.90"
"47","1992-07","0.006476","0.006476","0.027831","0.027831","-0.000702","-0.000702","47","39771922.84","165202895.29"
"53","1992-07","0.025620","0.025620","0.036357","0.036357","0.000752","0.000752","32","36288905.45","161719877.90"
"69","1992-07","0.025620","0.025620","0.036357","0.036357","0.000752","0.000752","32","36288905.45","161719877.90"
"79","1992-07","0.006476","0.006476","0.027831","0.027831","-0.000702","-0.000702","47","39771922.84","165202895.29"
"85","1992-07","0.025620","0.025620","0.036357","0.036357","0.000752","0.000752","32","36288905.45","161719877.90"
"95","1992-07","0.006476","0.006476","0.027831","0.027831","-0.000702","-0.000702","47","39771922.84","165202895.29"
"101","1992-07","0.025620","0.025620","0.036357","0.036357","0.000752","0.000752","32","36288905.45","161719877.90"
"111","1992-07","0.006476","0.006476","0.027831","0.027831","-0.000702","-0.000702","47","39771922.84","165202895.29"
"117","1992-07","0.025620","0.025620","0.036357","0.036357","0.000752","0.000752","32","36288905.45","161719877.90"
"127","1992-07","0.006476","0.006476","0.027831","0.027831","-0.000702","-0.000702","47","39771922.84","165202895.29"
"33","1992-07","-0.009535","-0.009535","-0.043920","-0.043920","-0.074841","-0.074841","14","20292721.93","111546690.97"
"20","1992-07","0.051540","0.051540","0.082452","0.082452","0.061275","0.061275","18","15996183.52","50173186.93"
"5","1992-08","-0.162803","-0.162803","-0.146167","-0.146167","-0.153638","-0.153638","36","31097339.32","141814431.21"
"10","1992-08","-0.099385","-0.099385","-0.126851","-0.126851","-0.126851","-0.126851","17","4907630.98","4907630.98"
"15","1992-08","-0.142123","-0.142123","-0.144458","-0.144458","-0.153070","-0.153070","53","36004970.30","146722062.19"
"21","1992-08","-0.162803","-0.162803","-0.146167","-0.146167","-0.153638","-0.153638","36","31097339.32","141814431.21"
"31","1992-08","-0.142123","-0.142123","-0.144458","-0.144458","-0.153070","-0.153070","53","36004970.30","146722062.19"
"63","1992-08","-0.142123","-0.142123","-0.144458","-0.144458","-0.153070","-0.153070","53","36004970.30","146722062.19"
"37","1992-08","-0.162803","-0.162803","-0.146167","-0.146167","-0.153638","-0.153638","36","31097339.32","141814431.21"
"47","1992-08","-0.142123","-0.142123","-0.144458","-0.144458","-0.153070","-0.153070","53","36004970.30","146722062.19"
"53","1992-08","-0.162803","-0.162803","-0.146167","-0.146167","-0.153638","-0.153638","36","31097339.32","141814431.21"
"69","1992-08","-0.162803","-0.162803","-0.146167","-0.146167","-0.153638","-0.153638","36","31097339.32","141814431.21"
"79","1992-08","-0.142123","-0.142123","-0.144458","-0.144458","-0.153070","-0.153070","53","36004970.30","146722062.19"
"85","1992-08","-0.162803","-0.162803","-0.146167","-0.146167","-0.153638","-0.153638","36","31097339.32","141814431.21"
"95","1992-08","-0.142123","-0.142123","-0.144458","-0.144458","-0.153070","-0.153070","53","36004970.30","146722062.19"
"101","1992-08","-0.162803","-0.162803","-0.146167","-0.146167","-0.153638","-0.153638","36","31097339.32","141814431.21"
"111","1992-08","-0.142123","-0.142123","-0.144458","-0.144458","-0.153070","-0.153070","53","36004970.30","146722062.19"
"117","1992-08","-0.162803","-0.162803","-0.146167","-0.146167","-0.153638","-0.153638","36","31097339.32","141814431.21"
"127","1992-08","-0.142123","-0.142123","-0.144458","-0.144458","-0.153070","-0.153070","53","36004970.30","146722062.19"
"33","1992-08","-0.188136","-0.188136","-0.196044","-0.196044","-0.187555","-0.187555","19","16773300.79","96290012.85"
"20","1992-08","-0.086606","-0.086606","-0.081248","-0.081248","-0.076924","-0.076924","17","14324038.53","45524418.36"
"5","1992-09","-0.089883","-0.089883","-0.081337","-0.081337","-0.105012","-0.105012","39","29060377.87","130568936.93"
"10","1992-09","-0.123579","-0.123579","-0.171582","-0.171582","-0.171582","-0.171582","17","4154987.46","4154987.46"
"15","1992-09","-0.100691","-0.100691","-0.093638","-0.093638","-0.107239","-0.107239","56","33215365.33","134723924.39"
"21","1992-09","-0.089883","-0.089883","-0.081337","-0.081337","-0.105012","-0.105012","39","29060377.87","130568936.93"
"31","1992-09","-0.100691","-0.100691","-0.093638","-0.093638","-0.107239","-0.107239","56","33215365.33","134723924.39"
"63","1992-09","-0.100691","-0.100691","-0.093638","-0.093638","-0.107239","-0.107239","56","33215365.33","134723924.39"
"37","1992-09","-0.089883","-0.089883","-0.081337","-0.081337","-0.105012","-0.105012","39","29060377.87","130568936.93"
"47","1992-09","-0.100691","-0.100691","-0.093638","-0.093638","-0.107239","-0.107239","56","33215365.33","134723924.39"
"53","1992-09","-0.089883","-0.089883","-0.081337","-0.081337","-0.105012","-0.105012","39","29060377.87","130568936.93"
"69","1992-09","-0.089883","-0.089883","-0.081337","-0.081337","-0.105012","-0.105012","39","29060377.87","130568936.93"
"79","1992-09","-0.100691","-0.100691","-0.093638","-0.093638","-0.107239","-0.107239","56","33215365.33","134723924.39"
